transaction_id,date,n_items,items
T00997,2025-06-07,1,Milk
T00998,2025-06-29,3,"Cereal, Milk, Rice"
T00999,2025-03-13,4,"Bananas, Cereal, Cheese, Wine"
T01000,2025-03-06,4,"Apples, Cheese, Chips, Salsa"
T01001,2025-05-31,5,"Bananas, Cereal, Chips, Milk, Soda"
T01002,2025-02-19,2,"Bananas, Eggs"
T01003,2025-05-02,6,"Beer, Chips, Coffee, Milk, Salsa, Tomatoes"
T01004,2025-04-22,2,"Cheese, Wine"
T01005,2025-02-03,2,"Baby Wipes, Lettuce"
T01006,2025-05-07,3,"Apples, Eggs, Soda"
T01007,2025-06-05,3,"Pasta, Tomato Sauce, Yogurt"
T01008,2025-05-15,4,"Bananas, Cereal, Coffee, Milk"
T01009,2025-03-13,5,"Bananas, Cereal, Chicken Breast, Milk, Rice"
T01010,2025-02-04,2,"Butter, Rice"
T01011,2025-04-02,2,"Chicken Breast, Rice"
T01012,2025-05-30,2,"Beer, Diapers"
T01013,2025-04-24,2,"Chicken Breast, Rice"
T01014,2025-04-22,2,"Cheese, Yogurt"
T01015,2025-02-15,1,Yogurt
T01016,2025-03-14,2,"Eggs, Pasta"
T01017,2025-06-15,3,"Bananas, Coffee, Soda"
T01018,2025-06-14,5,"Cereal, Coffee, Eggs, Lettuce, Milk"
T01019,2025-05-03,5,"Garlic, Milk, Pasta, Tea, Tomato Sauce"
T01020,2025-04-17,3,"Cereal, Milk, Wine"
T01021,2025-06-25,5,"Bananas, Jam, Parmesan, Pasta, Yogurt"
T01022,2025-06-04,2,"Cheese, Wine"
T01023,2025-03-19,3,"Apples, Chips, Soda"
T01024,2025-01-20,4,"Coffee, Milk, Rice, Sugar"
T01025,2025-03-13,1,Cheese
T01026,2025-04-09,1,Yogurt
T01027,2025-04-16,3,"Cheese, Coffee, Ground Beef"
T01028,2025-05-18,3,"Baby Wipes, Diapers, Eggs"
T01029,2025-03-02,2,"Beer, Salsa"
T01030,2025-01-16,4,"Apples, Chips, Coffee, Salsa"
T01031,2025-06-28,4,"Baby Wipes, Bread, Diapers, Milk"
T01032,2025-03-04,1,Lettuce
T01033,2025-02-16,2,"Coffee, Ground Beef"
T01034,2025-06-15,3,"Apples, Bananas, Rice"
T01035,2025-02-11,1,Wine
T01036,2025-05-27,4,"Bananas, Cereal, Cheese, Wine"
T01037,2025-05-24,2,"Eggs, Tea"
T01038,2025-04-06,5,"Beer, Chicken Breast, Chips, Salsa, Tea"
T01039,2025-02-18,2,"Cereal, Milk"
T01040,2025-01-12,1,Eggs
T01041,2025-04-02,3,"Baby Wipes, Diapers, Soda"
T01042,2025-04-15,3,"Bananas, Rice, Soda"
T01043,2025-05-31,5,"Apples, Baby Wipes, Milk, Pasta, Tomato Sauce"
T01044,2025-05-09,2,"Rice, Soda"
T01045,2025-03-28,1,Rice
T01046,2025-06-24,1,Beer
T01047,2025-05-08,2,"Bread, Butter"
T01048,2025-01-25,3,"Garlic, Parmesan, Pasta"
T01049,2025-03-08,6,"Chicken Breast, Coffee, Milk, Rice, Sugar, Tea"
T01050,2025-04-16,2,"Chicken Breast, Milk"
T01051,2025-01-03,2,"Bananas, Cheese"
T01052,2025-02-27,1,Tea
T01053,2025-04-30,1,Pasta
T01054,2025-03-26,1,Cheese
T01055,2025-06-29,3,"Bananas, Chicken Breast, Rice"
T01056,2025-06-03,3,"Cereal, Chips, Milk"
T01057,2025-03-11,4,"Baby Wipes, Parmesan, Pasta, Tomato Sauce"
T01058,2025-02-17,4,"Cheese, Eggs, Tomato Sauce, Wine"
T01059,2025-06-28,1,Lettuce
T01060,2025-06-02,1,Lettuce
T01061,2025-03-23,1,Tea
T01062,2025-06-22,1,Soda
T01063,2025-02-02,2,"Bananas, Lettuce"
T01064,2025-05-20,4,"Baby Wipes, Beer, Diapers, Rice"
T01065,2025-03-20,2,"Bananas, Yogurt"
T01066,2025-04-01,2,"Soda, Wine"
T01067,2025-05-22,3,"Cheese, Tomatoes, Wine"
T01068,2025-01-26,4,"Bananas, Bread, Butter, Eggs"
T01069,2025-01-09,5,"Beer, Cheese, Chips, Parmesan, Wine"
T01070,2025-04-12,2,"Chips, Diapers"
T01071,2025-04-17,4,"Bread, Butter, Jam, Wine"
T01072,2025-05-23,4,"Baby Wipes, Beer, Diapers, Milk"
T01073,2025-01-26,3,"Coffee, Soda, Sugar"
T01074,2025-02-10,5,"Beer, Chips, Eggs, Lettuce, Salsa"
T01075,2025-01-07,4,"Cereal, Coffee, Sugar, Tea"
T01076,2025-03-08,2,"Chicken Breast, Eggs"
T01077,2025-04-28,5,"Bananas, Coffee, Garlic, Rice, Sugar"
T01078,2025-04-16,2,"Eggs, Ground Beef"
T01079,2025-04-26,4,"Apples, Parmesan, Pasta, Tomato Sauce"
T01080,2025-06-07,6,"Bread, Butter, Jam, Milk, Pasta, Tomato Sauce"
T01081,2025-06-27,4,"Chicken Breast, Lettuce, Rice, Yogurt"
T01082,2025-04-13,5,"Beer, Chicken Breast, Parmesan, Pasta, Tomato Sauce"
T01083,2025-03-23,3,"Baby Wipes, Diapers, Rice"
T01084,2025-01-09,4,"Cheese, Chicken Breast, Lettuce, Wine"
T01085,2025-04-02,2,"Beer, Salsa"
T01086,2025-01-03,7,"Beer, Cereal, Chips, Milk, Salsa, Sugar, Tea"
T01087,2025-06-15,3,"Cheese, Lettuce, Wine"
T01088,2025-01-31,4,"Bread, Garlic, Pasta, Tomato Sauce"
T01089,2025-03-14,2,"Baby Wipes, Diapers"
T01090,2025-05-01,1,Wine
T01091,2025-05-23,2,"Milk, Yogurt"
T01092,2025-06-14,6,"Bananas, Chips, Milk, Rice, Salsa, Soda"
T01093,2025-04-05,3,"Bread, Milk, Tomatoes"
T01094,2025-03-26,4,"Baby Wipes, Chicken Breast, Diapers, Lettuce"
T01095,2025-06-13,1,Bananas
T01096,2025-05-03,3,"Apples, Cheese, Chicken Breast"
T01097,2025-03-04,4,"Beer, Chips, Diapers, Eggs"
T01098,2025-02-23,2,"Rice, Soda"
T01099,2025-04-27,2,"Bananas, Soda"
T01100,2025-04-26,6,"Baby Wipes, Beer, Chips, Diapers, Salsa, Soda"
T01101,2025-02-17,1,Yogurt
T01102,2025-03-09,2,"Ground Beef, Tomatoes"
T01103,2025-04-21,3,"Milk, Sugar, Tea"
T01104,2025-04-14,2,"Chicken Breast, Rice"
T01105,2025-01-29,1,Milk
T01106,2025-03-03,2,"Bananas, Rice"
T01107,2025-04-11,1,Cereal
T01108,2025-02-22,1,Apples
T01109,2025-01-01,1,Soda
T01110,2025-03-20,6,"Bananas, Cereal, Cheese, Milk, Pasta, Tomato Sauce"
T01111,2025-01-03,3,"Chicken Breast, Lettuce, Yogurt"
T01112,2025-05-26,4,"Apples, Bananas, Cereal, Milk"
T01113,2025-03-31,4,"Chicken Breast, Lettuce, Rice, Yogurt"
T01114,2025-06-02,2,"Chicken Breast, Ground Beef"
T01115,2025-02-06,2,"Bread, Butter"
T01116,2025-04-07,2,"Chicken Breast, Tomatoes"
T01117,2025-06-23,1,Cheese
T01118,2025-03-12,1,Milk
T01119,2025-06-06,1,Tea
T01120,2025-01-03,3,"Coffee, Milk, Sugar"
T01121,2025-03-15,2,"Apples, Butter"
T01122,2025-02-01,2,"Apples, Tomato Sauce"
T01123,2025-03-06,1,Apples
T01124,2025-05-24,1,Eggs
T01125,2025-02-20,2,"Butter, Eggs"
T01126,2025-06-23,4,"Beer, Cheese, Diapers, Wine"
T01127,2025-06-24,6,"Chicken Breast, Coffee, Lettuce, Milk, Rice, Sugar"
T01128,2025-06-27,3,"Chips, Salsa, Soda"
T01129,2025-04-18,3,"Beer, Coffee, Milk"
T01130,2025-03-17,2,"Baby Wipes, Diapers"
T01131,2025-01-14,1,Chicken Breast
T01132,2025-03-16,3,"Cheese, Milk, Salsa"
T01133,2025-02-22,3,"Rice, Tomatoes, Yogurt"
T01134,2025-03-21,6,"Bread, Butter, Jam, Milk, Rice, Yogurt"
T01135,2025-01-15,3,"Apples, Diapers, Yogurt"
T01136,2025-06-18,4,"Bananas, Coffee, Milk, Wine"
T01137,2025-01-26,6,"Chicken Breast, Chips, Rice, Salsa, Soda, Yogurt"
T01138,2025-06-18,2,"Chips, Milk"
T01139,2025-04-02,3,"Beer, Chips, Soda"
T01140,2025-05-25,2,"Coffee, Sugar"
T01141,2025-06-15,1,Yogurt
T01142,2025-05-10,3,"Chicken Breast, Rice, Soda"
T01143,2025-01-12,2,"Pasta, Tomato Sauce"
T01144,2025-03-02,2,"Parmesan, Pasta"
T01145,2025-01-10,2,"Eggs, Tea"
T01146,2025-06-28,2,"Coffee, Sugar"
T01147,2025-02-27,3,"Bread, Pasta, Tomato Sauce"
T01148,2025-02-05,4,"Chips, Soda, Tomatoes, Wine"
T01149,2025-05-09,1,Rice
T01150,2025-01-18,2,"Beer, Diapers"
T01151,2025-03-01,1,Tomatoes
T01152,2025-03-16,5,"Beer, Chicken Breast, Chips, Diapers, Salsa"
T01153,2025-05-01,6,"Bread, Butter, Chicken Breast, Jam, Lettuce, Milk"
T01154,2025-05-25,3,"Chips, Eggs, Milk"
T01155,2025-03-11,2,"Bananas, Milk"
T01156,2025-05-03,3,"Bananas, Cereal, Milk"
T01157,2025-06-24,5,"Baby Wipes, Bread, Butter, Jam, Tomatoes"
T01158,2025-04-05,1,Cheese
T01159,2025-03-01,2,"Bread, Butter"
T01160,2025-01-04,4,"Cereal, Eggs, Milk, Pasta"
T01161,2025-06-05,1,Bananas
T01162,2025-05-20,1,Chips
T01163,2025-04-04,4,"Apples, Bananas, Cereal, Milk"
T01164,2025-06-09,1,Eggs
T01165,2025-05-14,2,"Tomato Sauce, Tomatoes"
T01166,2025-01-10,5,"Bananas, Rice, Salsa, Sugar, Tea"
T01167,2025-05-07,4,"Baby Wipes, Beer, Cheese, Diapers"
T01168,2025-03-31,3,"Cheese, Chicken Breast, Rice"
T01169,2025-04-20,2,"Bananas, Milk"
T01170,2025-03-15,5,"Cheese, Parmesan, Tea, Tomatoes, Wine"
T01171,2025-03-12,2,"Bananas, Cereal"
T01172,2025-03-10,5,"Bread, Butter, Cheese, Milk, Rice"
T01173,2025-06-13,4,"Beer, Cheese, Chips, Wine"
T01174,2025-05-07,4,"Butter, Garlic, Pasta, Tomato Sauce"
T01175,2025-05-22,3,"Chicken Breast, Lettuce, Milk"
T01176,2025-03-02,1,Eggs
T01177,2025-01-20,1,Cheese
T01178,2025-06-24,2,"Parmesan, Wine"
T01179,2025-04-15,4,"Apples, Chips, Soda, Yogurt"
T01180,2025-03-22,2,"Lettuce, Soda"
T01181,2025-05-30,3,"Coffee, Jam, Sugar"
T01182,2025-05-28,2,"Tomatoes, Wine"
T01183,2025-05-15,3,"Cheese, Chicken Breast, Rice"
T01184,2025-03-01,1,Bananas
T01185,2025-04-15,2,"Chips, Soda"
T01186,2025-04-18,2,"Coffee, Milk"
T01187,2025-06-05,1,Apples
T01188,2025-04-15,1,Coffee
T01189,2025-04-27,1,Bananas
T01190,2025-05-01,3,"Coffee, Jam, Milk"
T01191,2025-04-19,4,"Baby Wipes, Beer, Diapers, Pasta"
T01192,2025-01-12,1,Chips
T01193,2025-04-22,1,Yogurt
T01194,2025-05-31,3,"Coffee, Eggs, Soda"
T01195,2025-05-11,4,"Bananas, Beer, Chicken Breast, Rice"
T01196,2025-03-24,2,"Parmesan, Pasta"
T01197,2025-03-13,3,"Cheese, Rice, Tea"
T01198,2025-02-27,4,"Apples, Bananas, Cereal, Chicken Breast"
T01199,2025-01-11,5,"Beer, Cereal, Chips, Rice, Tomatoes"
T01200,2025-04-27,1,Bananas
T01201,2025-01-31,4,"Cheese, Parmesan, Sugar, Wine"
T01202,2025-02-26,4,"Cheese, Parmesan, Pasta, Tomato Sauce"
T01203,2025-04-21,1,Soda
T01204,2025-06-19,4,"Bread, Butter, Cereal, Milk"
T01205,2025-03-14,1,Eggs
T01206,2025-02-24,1,Eggs
T01207,2025-02-15,2,"Chicken Breast, Tomato Sauce"
T01208,2025-02-16,4,"Apples, Cereal, Milk, Yogurt"
T01209,2025-03-15,3,"Onions, Sugar, Tea"
T01210,2025-04-12,2,"Rice, Yogurt"
T01211,2025-03-10,2,"Milk, Wine"
T01212,2025-04-19,2,"Bananas, Milk"
T01213,2025-01-12,2,"Cheese, Wine"
T01214,2025-06-07,3,"Coffee, Sugar, Tomatoes"
T01215,2025-05-22,1,Milk
T01216,2025-02-20,6,"Baby Wipes, Bananas, Cereal, Diapers, Milk, Tomatoes"
T01217,2025-05-05,1,Apples
T01218,2025-06-26,1,Chicken Breast
T01219,2025-03-11,3,"Eggs, Rice, Soda"
T01220,2025-05-19,3,"Bananas, Coffee, Soda"
T01221,2025-01-06,3,"Milk, Sugar, Tea"
T01222,2025-04-15,2,"Apples, Yogurt"
T01223,2025-01-05,5,"Baby Wipes, Beer, Chips, Diapers, Tomatoes"
T01224,2025-06-11,5,"Bananas, Parmesan, Pasta, Tomato Sauce, Tomatoes"
T01225,2025-05-07,1,Apples
T01226,2025-01-10,1,Lettuce
T01227,2025-03-10,2,"Tomatoes, Yogurt"
T01228,2025-03-24,1,Yogurt
T01229,2025-01-21,8,"Baby Wipes, Beer, Cheese, Chicken Breast, Diapers, Eggs, Parmesan, Wine"
T01230,2025-04-13,1,Bananas
T01231,2025-06-23,1,Cheese
T01232,2025-06-16,1,Apples
T01233,2025-06-07,5,"Chicken Breast, Chips, Rice, Salsa, Soda"
T01234,2025-02-15,1,Eggs
T01235,2025-06-29,1,Bananas
T01236,2025-01-16,3,"Pasta, Rice, Tomato Sauce"
T01237,2025-04-20,3,"Apples, Chips, Soda"
T01238,2025-01-27,4,"Chicken Breast, Parmesan, Pasta, Tomato Sauce"
T01239,2025-06-07,3,"Beer, Chips, Yogurt"
T01240,2025-02-12,3,"Bread, Butter, Milk"
T01241,2025-05-09,3,"Cereal, Milk, Tomatoes"
T01242,2025-01-21,4,"Beer, Chicken Breast, Pasta, Tomato Sauce"
T01243,2025-06-21,2,"Cheese, Wine"
T01244,2025-02-15,8,"Beer, Bread, Butter, Chips, Jam, Salsa, Sugar, Tea"
T01245,2025-01-08,4,"Rice, Sugar, Tea, Yogurt"
T01246,2025-02-09,5,"Coffee, Garlic, Pasta, Sugar, Tomato Sauce"
T01247,2025-03-27,2,"Cheese, Pasta"
T01248,2025-06-20,2,"Beer, Eggs"
T01249,2025-03-12,3,"Cheese, Soda, Wine"
T01250,2025-03-29,1,Eggs
T01251,2025-01-30,6,"Bread, Eggs, Garlic, Pasta, Rice, Tomato Sauce"
T01252,2025-06-14,6,"Apples, Beer, Chips, Coffee, Milk, Sugar"
T01253,2025-03-09,2,"Chips, Soda"
T01254,2025-02-13,1,Lettuce
T01255,2025-02-23,5,"Apples, Cheese, Chips, Salsa, Wine"
T01256,2025-01-30,3,"Pasta, Tomato Sauce, Yogurt"
T01257,2025-06-11,3,"Bread, Butter, Milk"
T01258,2025-05-20,2,"Bread, Butter"
T01259,2025-03-04,1,Chips
T01260,2025-03-01,2,"Bananas, Soda"
T01261,2025-04-13,4,"Parmesan, Pasta, Soda, Tomato Sauce"
T01262,2025-06-19,1,Milk
T01263,2025-02-06,5,"Baby Wipes, Diapers, Milk, Sugar, Tea"
T01264,2025-06-25,5,"Bread, Butter, Chips, Salsa, Soda"
T01265,2025-02-02,4,"Coffee, Diapers, Milk, Sugar"
T01266,2025-05-06,3,"Bread, Butter, Lettuce"
T01267,2025-04-12,6,"Bananas, Cereal, Coffee, Milk, Sugar, Yogurt"
T01268,2025-04-18,2,"Baby Wipes, Diapers"
T01269,2025-01-26,6,"Baby Wipes, Beer, Bread, Butter, Diapers, Jam"
T01270,2025-04-26,2,"Cheese, Yogurt"
T01271,2025-02-15,4,"Baby Wipes, Diapers, Eggs, Tomatoes"
T01272,2025-04-27,3,"Milk, Sugar, Tea"
T01273,2025-03-06,1,Apples
T01274,2025-03-10,4,"Butter, Chips, Salsa, Soda"
T01275,2025-03-05,2,"Bananas, Tomatoes"
T01276,2025-03-12,2,"Milk, Tea"
T01277,2025-05-15,2,"Eggs, Milk"
T01278,2025-06-13,3,"Baby Wipes, Bananas, Diapers"
T01279,2025-02-17,3,"Chicken Breast, Eggs, Wine"
T01280,2025-01-13,1,Yogurt
T01281,2025-06-26,2,"Chicken Breast, Soda"
T01282,2025-04-15,1,Wine
T01283,2025-06-12,3,"Cereal, Milk, Soda"
T01284,2025-05-31,1,Rice
T01285,2025-05-23,1,Cheese
T01286,2025-02-08,2,"Baby Wipes, Yogurt"
T01287,2025-04-14,1,Lettuce
T01288,2025-05-24,5,"Beer, Chips, Eggs, Salsa, Soda"
T01289,2025-04-21,2,"Bread, Jam"
T01290,2025-04-07,2,"Bananas, Rice"
T01291,2025-03-16,1,Pasta
T01292,2025-02-25,2,"Apples, Rice"
T01293,2025-06-25,3,"Cheese, Soda, Tomatoes"
T01294,2025-03-15,4,"Garlic, Parmesan, Pasta, Tea"
T01295,2025-04-18,3,"Bread, Butter, Jam"
T01296,2025-03-25,4,"Lettuce, Pasta, Soda, Tomato Sauce"
T01297,2025-02-11,2,"Cereal, Milk"
T01298,2025-01-08,1,Tea
T01299,2025-02-15,3,"Bananas, Cheese, Soda"
T01300,2025-01-18,1,Milk
T01301,2025-05-14,4,"Cheese, Diapers, Eggs, Wine"
T01302,2025-01-16,2,"Diapers, Parmesan"
T01303,2025-06-16,2,"Bananas, Chicken Breast"
T01304,2025-01-29,5,"Cheese, Chips, Pasta, Soda, Wine"
T01305,2025-03-08,2,"Sugar, Tea"
T01306,2025-02-07,3,"Bread, Cereal, Milk"
T01307,2025-02-09,2,"Coffee, Rice"
T01308,2025-03-19,2,"Bread, Butter"
T01309,2025-02-13,5,"Coffee, Lettuce, Milk, Soda, Sugar"
T01310,2025-01-04,3,"Cereal, Cheese, Eggs"
T01311,2025-01-31,3,"Chips, Salsa, Yogurt"
T01312,2025-05-15,5,"Beer, Chips, Milk, Salsa, Soda"
T01313,2025-05-26,4,"Baby Wipes, Bananas, Cereal, Chicken Breast"
T01314,2025-01-24,4,"Coffee, Eggs, Milk, Salsa"
T01315,2025-01-14,2,"Eggs, Milk"
T01316,2025-01-26,4,"Beer, Chips, Salsa, Yogurt"
T01317,2025-05-31,3,"Milk, Rice, Tea"
T01318,2025-05-04,4,"Apples, Chicken Breast, Chips, Lettuce"
T01319,2025-02-16,1,Cheese
T01320,2025-05-07,1,Eggs
T01321,2025-01-25,5,"Cheese, Coffee, Milk, Tea, Tomatoes"
T01322,2025-03-18,8,"Beer, Chips, Coffee, Diapers, Lettuce, Milk, Salsa, Sugar"
T01323,2025-05-01,5,"Apples, Chips, Coffee, Milk, Salsa"
T01324,2025-04-15,2,"Baby Wipes, Coffee"
T01325,2025-03-07,3,"Chips, Salsa, Soda"
T01326,2025-06-08,4,"Bananas, Chicken Breast, Lettuce, Rice"
T01327,2025-06-18,2,"Soda, Yogurt"
T01328,2025-01-15,4,"Chicken Breast, Eggs, Rice, Tomatoes"
T01329,2025-02-08,4,"Apples, Beer, Chips, Lettuce"
T01330,2025-06-26,1,Eggs
T01331,2025-03-22,6,"Bananas, Beer, Chips, Salsa, Soda, Tea"
T01332,2025-05-16,1,Soda
T01333,2025-01-09,4,"Cheese, Pasta, Tomatoes, Yogurt"
T01334,2025-01-29,2,"Eggs, Soda"
T01335,2025-02-18,4,"Chicken Breast, Parmesan, Rice, Wine"
T01336,2025-04-21,5,"Apples, Baby Wipes, Coffee, Diapers, Lettuce"
T01337,2025-05-17,1,Beer
T01338,2025-05-28,4,"Coffee, Milk, Soda, Sugar"
T01339,2025-01-18,1,Cheese
T01340,2025-02-21,2,"Parmesan, Wine"
T01341,2025-04-23,2,"Baby Wipes, Diapers"
T01342,2025-04-23,2,"Beer, Cheese"
T01343,2025-05-13,2,"Beer, Chips"
T01344,2025-02-18,1,Eggs
T01345,2025-03-07,3,"Bread, Butter, Tea"
T01346,2025-03-18,1,Eggs
T01347,2025-05-01,1,Chicken Breast
T01348,2025-05-25,2,"Baby Wipes, Soda"
T01349,2025-06-02,2,"Apples, Chips"
T01350,2025-02-08,6,"Chips, Garlic, Parmesan, Pasta, Salsa, Soda"
T01351,2025-01-09,5,"Bread, Coffee, Milk, Sugar, Wine"
T01352,2025-04-29,4,"Coffee, Sugar, Tea, Tomatoes"
T01353,2025-06-21,2,"Rice, Yogurt"
T01354,2025-02-26,3,"Cereal, Coffee, Milk"
T01355,2025-03-19,1,Tea
T01356,2025-02-03,1,Chips
T01357,2025-04-09,5,"Beer, Chips, Garlic, Parmesan, Pasta"
T01358,2025-04-26,4,"Chicken Breast, Sugar, Tea, Tomatoes"
T01359,2025-05-21,1,Bananas
T01360,2025-05-13,3,"Chips, Salsa, Soda"
T01361,2025-01-31,3,"Apples, Coffee, Milk"
T01362,2025-05-10,2,"Soda, Tomatoes"
T01363,2025-02-20,2,"Chips, Soda"
T01364,2025-04-03,5,"Garlic, Parmesan, Pasta, Soda, Tomato Sauce"
T01365,2025-06-06,2,"Beer, Chips"
T01366,2025-04-18,5,"Cheese, Coffee, Milk, Sugar, Tea"
T01367,2025-02-05,2,"Lettuce, Pasta"
T01368,2025-06-01,3,"Chips, Rice, Salsa"
T01369,2025-06-22,3,"Milk, Sugar, Tea"
T01370,2025-06-10,5,"Apples, Bananas, Cereal, Milk, Tea"
T01371,2025-03-07,3,"Milk, Sugar, Tea"
T01372,2025-05-14,1,Rice
T01373,2025-03-03,5,"Cheese, Lettuce, Parmesan, Wine, Yogurt"
T01374,2025-06-20,3,"Chips, Eggs, Salsa"
T01375,2025-03-10,1,Yogurt
T01376,2025-04-07,3,"Baby Wipes, Diapers, Milk"
T01377,2025-03-03,1,Rice
T01378,2025-01-11,1,Tea
T01379,2025-06-10,5,"Bread, Butter, Cheese, Jam, Wine"
T01380,2025-04-01,5,"Bananas, Cereal, Chicken Breast, Lettuce, Tea"
T01381,2025-02-14,2,"Cheese, Eggs"
T01382,2025-02-28,2,"Apples, Bananas"
T01383,2025-06-09,2,"Parmesan, Pasta"
T01384,2025-04-03,4,"Cheese, Parmesan, Pasta, Tomato Sauce"
T01385,2025-06-08,3,"Beer, Chips, Eggs"
T01386,2025-05-17,2,"Coffee, Milk"
T01387,2025-03-17,2,"Cheese, Eggs"
T01388,2025-05-21,3,"Chicken Breast, Lettuce, Rice"
T01389,2025-02-25,2,"Apples, Bread"
T01390,2025-04-23,1,Tomatoes
T01391,2025-02-17,3,"Baby Wipes, Diapers, Lettuce"
T01392,2025-03-09,1,Chips
T01393,2025-06-27,2,"Cereal, Yogurt"
T01394,2025-05-02,2,"Bananas, Cereal"
T01395,2025-04-30,1,Milk
T01396,2025-06-01,3,"Parmesan, Pasta, Tomato Sauce"
T01397,2025-04-01,1,Chicken Breast
T01398,2025-05-06,2,"Coffee, Milk"
T01399,2025-03-26,1,Soda
T01400,2025-05-19,4,"Bread, Cheese, Jam, Lettuce"
T01401,2025-02-11,4,"Bananas, Cereal, Parmesan, Pasta"
T01402,2025-06-28,2,"Cheese, Tea"
T01403,2025-03-06,3,"Parmesan, Pasta, Tomato Sauce"
T01404,2025-03-07,2,"Chips, Rice"
T01405,2025-02-13,2,"Pasta, Soda"
T01406,2025-05-26,4,"Eggs, Garlic, Pasta, Tomato Sauce"
T01407,2025-02-15,4,"Coffee, Parmesan, Pasta, Soda"
T01408,2025-06-24,2,"Milk, Soda"
T01409,2025-06-06,6,"Baby Wipes, Beer, Diapers, Eggs, Tea, Tomatoes"
T01410,2025-05-03,2,"Bananas, Lettuce"
T01411,2025-05-15,2,"Soda, Tomatoes"
T01412,2025-03-24,2,"Beer, Chips"
T01413,2025-05-06,1,Tomatoes
T01414,2025-05-08,3,"Apples, Milk, Soda"
T01415,2025-05-27,2,"Cheese, Milk"
T01416,2025-02-18,1,Tomatoes
T01417,2025-04-22,5,"Garlic, Onions, Pasta, Soda, Tomato Sauce"
T01418,2025-02-22,5,"Bread, Butter, Jam, Rice, Tea"
T01419,2025-04-10,5,"Baby Wipes, Chips, Diapers, Salsa, Soda"
T01420,2025-06-17,4,"Chicken Breast, Lettuce, Rice, Wine"
T01421,2025-04-12,3,"Milk, Sugar, Tea"
T01422,2025-02-16,4,"Chicken Breast, Lettuce, Pasta, Rice"
T01423,2025-02-21,4,"Beer, Chips, Tomatoes, Yogurt"
T01424,2025-06-27,5,"Cereal, Cheese, Milk, Wine, Yogurt"
T01425,2025-01-04,8,"Cheese, Chicken Breast, Jam, Lettuce, Parmesan, Pasta, Rice, Tomato Sauce"
T01426,2025-03-15,3,"Coffee, Milk, Tomatoes"
T01427,2025-02-13,3,"Cheese, Chips, Salsa"
T01428,2025-04-10,2,"Bananas, Cereal"
T01429,2025-05-02,4,"Apples, Baby Wipes, Diapers, Rice"
T01430,2025-02-09,3,"Chips, Salsa, Soda"
T01431,2025-02-11,4,"Bread, Butter, Jam, Milk"
T01432,2025-06-10,2,"Baby Wipes, Diapers"
T01433,2025-04-04,2,"Baby Wipes, Diapers"
T01434,2025-06-18,5,"Chips, Eggs, Salsa, Sugar, Tea"
T01435,2025-06-09,3,"Beer, Chips, Parmesan"
T01436,2025-01-07,4,"Baby Wipes, Beer, Diapers, Lettuce"
T01437,2025-02-20,1,Cheese
T01438,2025-02-03,2,"Cheese, Yogurt"
T01439,2025-06-10,4,"Bananas, Eggs, Lettuce, Yogurt"
T01440,2025-04-02,3,"Coffee, Milk, Soda"
T01441,2025-05-02,3,"Parmesan, Pasta, Tomato Sauce"
T01442,2025-06-08,1,Tomatoes
T01443,2025-03-13,3,"Bananas, Cereal, Milk"
T01444,2025-04-08,2,"Bread, Butter"
T01445,2025-01-06,4,"Cheese, Chips, Eggs, Lettuce"
T01446,2025-06-21,2,"Cheese, Lettuce"
T01447,2025-06-04,6,"Bread, Cheese, Jam, Milk, Wine, Yogurt"
T01448,2025-04-21,1,Chicken Breast
T01449,2025-05-22,2,"Rice, Salsa"
T01450,2025-05-01,1,Milk
T01451,2025-04-07,1,Soda
T01452,2025-04-15,4,"Chips, Coffee, Milk, Sugar"
T01453,2025-05-11,6,"Bananas, Bread, Butter, Coffee, Jam, Milk"
T01454,2025-06-10,5,"Bananas, Cheese, Milk, Tea, Yogurt"
T01455,2025-06-25,1,Milk
T01456,2025-06-10,2,"Beer, Yogurt"
T01457,2025-06-01,6,"Milk, Parmesan, Pasta, Sugar, Tea, Tomato Sauce"
T01458,2025-02-28,2,"Ground Beef, Lettuce"
T01459,2025-04-20,1,Chips
T01460,2025-03-06,3,"Parmesan, Pasta, Tomato Sauce"
T01461,2025-04-25,1,Eggs
T01462,2025-04-03,2,"Eggs, Rice"
T01463,2025-04-02,3,"Chips, Salsa, Yogurt"
T01464,2025-01-11,2,"Tea, Wine"
T01465,2025-02-09,4,"Baby Wipes, Beer, Diapers, Pasta"
T01466,2025-04-22,7,"Coffee, Garlic, Milk, Parmesan, Pasta, Sugar, Tomato Sauce"
T01467,2025-05-08,2,"Pasta, Tomato Sauce"
T01468,2025-02-06,1,Yogurt
T01469,2025-01-04,7,"Apples, Cheese, Garlic, Parmesan, Pasta, Tea, Tomato Sauce"
T01470,2025-04-05,1,Beer
T01471,2025-06-12,4,"Chicken Breast, Rice, Tomatoes, Yogurt"
T01472,2025-02-28,3,"Bananas, Cereal, Rice"
T01473,2025-04-09,3,"Cheese, Garlic, Rice"
T01474,2025-03-10,2,"Diapers, Eggs"
T01475,2025-05-02,3,"Bread, Butter, Sugar"
T01476,2025-05-18,2,"Bananas, Beer"
T01477,2025-05-15,2,"Apples, Cereal"
T01478,2025-02-06,2,"Bread, Milk"
T01479,2025-06-10,4,"Garlic, Pasta, Sugar, Tomato Sauce"
T01480,2025-03-24,3,"Bananas, Cheese, Milk"
T01481,2025-05-21,1,Wine
